CaseUniqueId,CaseNodeId,ProposalDescription,SiteAddress,SitePostcode,SiteEasting,SiteNorthing,SiteVisibleFromPublicLand,SiteArea,SiteAreaUnitMeasurement,TotalExistingResidentialUnits,TotalProposedResidentialUnits,NetResidentialUnitChange,NetAdditionalFloorspaceSqM,NonResExistingFloorspaceSqM,NonResFloorspaceLostSqM,NonResFloorspaceProposedSqM,NonResNetFloorspaceSqM,ActivitiesProcessesDescription,IsWasteDevelopment,WasteType,WasteMaxThroughputType,VoidCapacityCubicMetres,LiquidWasteMaxAnnualThroughput,ParkingGroupID,ParkingVehicleType,ParkingExistingSpaces,ParkingProposedSpaces,ParkingSpaceDifference,NonResGroupID,UseClass,FloorspaceChange,ExistingFloorspaceSqM,FloorspaceLostSqM,FloorspaceProposedSqM,ExistingHousingGroupID,ExistingHousingOccupancyType,ExistingHousingUnitType,ExistingHousing1BedCount,ExistingHousing2BedCount,ExistingHousing3BedCount,ExistingHousing4PlusBedCount,ExistingHousingUnknownBedCount,ExistingHousingTotalUnits,ProposedHousingGroupID,ProposedHousingUnitType,ProposedHousingOccupancyType,ProposedHousing1BedCount,ProposedHousing2BedCount,ProposedHousing3BedCount,ProposedHousing4PlusBedCount,ProposedHousingUnknownBedCount,ProposedHousingTotalUnits
3372002,63645447,NULL,"286-292 Wells Road, Bristol",BS4 2PU,NULL,NULL,Yes,0.05,Hectares,0,9,9,-498,715,715,217,-715,Full planning application for the conversion of upper floors of existing buildings (bank and ancillary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"office space (Use Class E(c(i)) to provide 9 no. self-contained flats, including refuse, recycling and cycle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"storage at ground floor level, partial demolition to rear ground floor level, first floor rear extension, removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"of hipped roof to rear extension, and erection of a mansard roof extension. Sub-division of existing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"commercial unit at ground floor level to create 2no. commercial units, and installation of replacement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopfronts,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,16,16,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,6,3,NULL,NULL,NULL,9,,,,,,,,,,,,,,,,,,
3372002,63645447,NULL,"286-292 Wells Road, Bristol",BS4 2PU,NULL,NULL,Yes,0.05,Hectares,0,9,9,-498,715,715,217,-715,Full planning application for the conversion of upper floors of existing buildings (bank and ancillary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"office space (Use Class E(c(i)) to provide 9 no. self-contained flats, including refuse, recycling and cycle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"storage at ground floor level, partial demolition to rear ground floor level, first floor rear extension, removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"of hipped roof to rear extension, and erection of a mansard roof extension. Sub-division of existing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"commercial unit at ground floor level to create 2no. commercial units, and installation of replacement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopfronts,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,16,16,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,6,3,NULL,NULL,NULL,9,,,,,,,,,,,,,,,,,,
3372002,63645447,NULL,"286-292 Wells Road, Bristol",BS4 2PU,NULL,NULL,Yes,0.05,Hectares,0,9,9,-498,715,715,217,-715,Full planning application for the conversion of upper floors of existing buildings (bank and ancillary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"office space (Use Class E(c(i)) to provide 9 no. self-contained flats, including refuse, recycling and cycle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"storage at ground floor level, partial demolition to rear ground floor level, first floor rear extension, removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"of hipped roof to rear extension, and erection of a mansard roof extension. Sub-division of existing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"commercial unit at ground floor level to create 2no. commercial units, and installation of replacement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopfronts,No,NULL,NULL,NULL,NULL,12,Cars,2,0,-2,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,6,3,NULL,NULL,NULL,9,,,,,,,,,,,,,,,,,,
3372002,63645447,NULL,"286-292 Wells Road, Bristol",BS4 2PU,NULL,NULL,Yes,0.05,Hectares,0,9,9,-498,715,715,217,-715,Full planning application for the conversion of upper floors of existing buildings (bank and ancillary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"office space (Use Class E(c(i)) to provide 9 no. self-contained flats, including refuse, recycling and cycle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"storage at ground floor level, partial demolition to rear ground floor level, first floor rear extension, removal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"of hipped roof to rear extension, and erection of a mansard roof extension. Sub-division of existing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"commercial unit at ground floor level to create 2no. commercial units, and installation of replacement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopfronts,No,NULL,NULL,NULL,NULL,12,Cars,2,0,-2,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,6,3,NULL,NULL,NULL,9,,,,,,,,,,,,,,,,,,
3372455,63711532,NULL,"land to the rear of No 61 Cotmans Walk, Lockleaze, Bristol, ",BS7 9UG,NULL,NULL,NULL,150,Square Metres,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,12,Cars,0,1,1,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,1,NULL,NULL,NULL,1
3372727,63774585,NULL,"Unit 7 Newbridge Trading Estate, Newbridge Close, St. Anne's, Bristol",BS4 4AX,NULL,NULL,Yes,364,Square Metres,NULL,NULL,NULL,0,364,364,364,0,A change of use from an office use (Use Class E.G.i) to an office (Use Class E.G.i) or educational use (Use Class F.1) using Class V of Part 3 of Schedule 2 of The Town and Country Planning (General Permitted Development) (England) Order 2015.,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,8,8,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3372727,63774585,NULL,"Unit 7 Newbridge Trading Estate, Newbridge Close, St. Anne's, Bristol",BS4 4AX,NULL,NULL,Yes,364,Square Metres,NULL,NULL,NULL,0,364,364,364,0,A change of use from an office use (Use Class E.G.i) to an office (Use Class E.G.i) or educational use (Use Class F.1) using Class V of Part 3 of Schedule 2 of The Town and Country Planning (General Permitted Development) (England) Order 2015.,NULL,NULL,NULL,NULL,NULL,12,Cars,10,9,-1,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3373065,63841099,NULL,"2-5 Highland, Clifton, Bristol",BS8 2YB,NULL,NULL,Yes,0.025,Hectares,1,4,4,-283,283,283,0,-283,NULL,No,NULL,NULL,NULL,NULL,12,Cars,8,0,-8,14,B2 General Industrial,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,NULL,NULL,1,NULL,1,2,Flats and Maisonettes,Market Housing,2,2,NULL,NULL,NULL,4
3373065,63841099,NULL,"2-5 Highland, Clifton, Bristol",BS8 2YB,NULL,NULL,Yes,0.025,Hectares,1,4,4,-283,283,283,0,-283,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,9,9,14,B2 General Industrial,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,NULL,NULL,1,NULL,1,2,Flats and Maisonettes,Market Housing,2,2,NULL,NULL,NULL,4
3373019,63843192,NULL,"1-3 High Street, Bristol",BS9 3DR,NULL,NULL,Yes,0.02,Hectares,0,2,2,158,158,158,0,-158,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,8,8,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,2,NULL,NULL,NULL,NULL,2
3373422,63924674,NULL,"6-8 Emery Road, Brislington, Bristol ",BS4 5PF,NULL,NULL,Yes,0.43,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,465.2,NULL,NULL,No,NULL,NULL,NULL,NULL,14,Cycle Spaces,NULL,6,6,15,B2 General Industrial,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3373422,63924674,NULL,"6-8 Emery Road, Brislington, Bristol ",BS4 5PF,NULL,NULL,Yes,0.43,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,465.2,NULL,NULL,No,NULL,NULL,NULL,NULL,12,Cars,NULL,8,8,15,B2 General Industrial,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3373422,63924674,NULL,"6-8 Emery Road, Brislington, Bristol ",BS4 5PF,NULL,NULL,Yes,0.43,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,465.2,NULL,NULL,No,NULL,NULL,NULL,NULL,13,Light Goods Vehicles/Public Carrier Vehicles,NULL,5,5,15,B2 General Industrial,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3373427,63926823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3373769,63987613,NULL,"Second Floor Flat, 224 Bath Road, Bristol",BS4 3EQ,NULL,NULL,NULL,440,Square Metres,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,Proposed - 1no. three-bedroom (market) small dwelling house in multiple occupation (Use Class C4),NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,2,2,13,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,1,NULL,NULL,NULL,NULL,NULL,2,Bedsit/Studios,Market Housing,NULL,NULL,1,NULL,NULL,NULL
3374024,64046274,NULL,"2 Merton Road, Bristol",BS7 8TL,NULL,NULL,NULL,0.03,Hectares,NULL,NULL,NULL,273,414,414,651,651,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,22,22,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374024,64046274,NULL,"2 Merton Road, Bristol",BS7 8TL,NULL,NULL,NULL,0.03,Hectares,NULL,NULL,NULL,273,414,414,651,651,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,22,22,13,B8 Storage and Distribution,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374612,64192138,NULL,"Cotham School, Cotham Lawn Road, Bristol",BS6 6DT,NULL,NULL,NULL,0.681,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374641,64199315,NULL,"Stoke Lodge Playing Fields, 
West Dene,
Shirehampton,
Bristol
",BS9 2BH,NULL,NULL,NULL,0.1,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374771,64238131,NULL,"11-13 Whiteladies Road, Bristol",BS8 1PH ,357831,173532,Yes,0.0662,Hectares,NULL,NULL,NULL,117.2,214,214,331.2,331.2,NULL,No,NULL,NULL,NULL,NULL,12,Cars,8,0,-8,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374771,64238131,NULL,"11-13 Whiteladies Road, Bristol",BS8 1PH ,357831,173532,Yes,0.0662,Hectares,NULL,NULL,NULL,117.2,214,214,331.2,331.2,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,14,14,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374821,64244897,NULL,"66 Church Road, Bristol",BS5 9JY,NULL,NULL,Yes,0.04,Hectares,0,9,9,-407,407,407,0,-407,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,14,14,14,Other,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,3,NULL,NULL,NULL,3
3374821,64244897,NULL,"66 Church Road, Bristol",BS5 9JY,NULL,NULL,Yes,0.04,Hectares,0,9,9,-407,407,407,0,-407,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,14,14,14,Other,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Flats and Maisonettes,Market Housing,4,2,NULL,NULL,NULL,6
3374895,64264576,NULL,"357 Filton Avenue, Horfield, Bristol",BS7 0BD ,360258,177489,Yes,339,Square Metres,1,1,0,-150,320,320,45,45,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,6,8,13,Other,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,0,1,0,0,0,1,2,Flats and Maisonettes,Market Housing,0,0,1,0,0,1
3375423,64396048,NULL,"72-74 Gloucester Road, Bristol",BS7 8BF,35899,175154,Yes,272,Square Metres,NULL,NULL,NULL,98.8,343,218,441.9,98.8,n/a,No,NULL,NULL,NULL,NULL,12,Cars,2,0,-2,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3375423,64396048,NULL,"72-74 Gloucester Road, Bristol",BS7 8BF,35899,175154,Yes,272,Square Metres,NULL,NULL,NULL,98.8,343,218,441.9,98.8,n/a,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,10,10,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3375478,64409332,NULL,"26 Sturdon Road, Bristol",BS3 2BA,NULL,NULL,Yes,115,Square Metres,1,0,-1,116,0,0,116,116,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,6,6,13,Other,NULL,NULL,NULL,NULL,3,Market Housing,Houses,0,0,1,0,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3375640,64450979,NULL,"Castle House, Brentry Avenue, Bristol",BS5 0DL,NULL,NULL,Yes,430,Square Metres,0,8,8,-530,530,530,0,-530,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,26,26,13,B8 Storage and Distribution,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,0,0,2,6,0,1
3376036,64547079,NULL,"110 - 112 The assembly, East Street, Bedminster, Bristol",BS3 4EY,358502,171563,NULL,0.0645,Hectares,NULL,NULL,1,-209,353,353,54,-353,NULL,No,NULL,NULL,NULL,NULL,12,Cars,0,0,0,14,Other,NULL,NULL,NULL,NULL,3,Market Housing,Cluster Flats,NULL,NULL,NULL,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376036,64547079,NULL,"110 - 112 The assembly, East Street, Bedminster, Bristol",BS3 4EY,358502,171563,NULL,0.0645,Hectares,NULL,NULL,1,-209,353,353,54,-353,NULL,No,NULL,NULL,NULL,NULL,12,Cars,0,0,0,15,Other,NULL,NULL,NULL,NULL,3,Market Housing,Cluster Flats,NULL,NULL,NULL,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376036,64547079,NULL,"110 - 112 The assembly, East Street, Bedminster, Bristol",BS3 4EY,358502,171563,NULL,0.0645,Hectares,NULL,NULL,1,-209,353,353,54,-353,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,8,8,14,Other,NULL,NULL,NULL,NULL,3,Market Housing,Cluster Flats,NULL,NULL,NULL,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376036,64547079,NULL,"110 - 112 The assembly, East Street, Bedminster, Bristol",BS3 4EY,358502,171563,NULL,0.0645,Hectares,NULL,NULL,1,-209,353,353,54,-353,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,8,8,15,Other,NULL,NULL,NULL,NULL,3,Market Housing,Cluster Flats,NULL,NULL,NULL,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376150,64575130,NULL,"16-18 Cherry Lane, Bristol",BS1 3NG,NULL,NULL,NULL,0.017,Hectares,0,1,1,NULL,109.6,NULL,109.6,0,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Flats and Maisonettes,Market Housing,1,NULL,NULL,NULL,NULL,1
3376198,64594131,NULL,"76A Savoy Road,
Brislington,
Bristol,
City of Bristol",BS4 3SY,NULL,NULL,Yes,0.0129,Hectares,NULL,NULL,NULL,31,108,NULL,139,31,NULL,No,NULL,NULL,NULL,NULL,12,Cars,1,0,-1,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376198,64594131,NULL,"76A Savoy Road,
Brislington,
Bristol,
City of Bristol",BS4 3SY,NULL,NULL,Yes,0.0129,Hectares,NULL,NULL,NULL,31,108,NULL,139,31,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,8,8,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376225,64603752,NULL,"36 Hampton Park, Bristol",BS6 6LH,357911,174222,NULL,0.02,Hectares,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,1,1,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Bedsit/Studios,Market Housing,1,NULL,NULL,NULL,NULL,1
3376610,64696447,NULL,"115 Hampton Road, Redland, Bristol",BS6 6JG,NULL,NULL,Yes,0.002,Hectares,NULL,NULL,NULL,NULL,20,16.1,16.1,0,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,NULL,0,0,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376610,64696447,NULL,"115 Hampton Road, Redland, Bristol",BS6 6JG,NULL,NULL,Yes,0.002,Hectares,NULL,NULL,NULL,NULL,20,16.1,16.1,0,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,3,3,0,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376737,64741642,NULL,"33 Brockworth Crescent, Stapleton, Bristol",BS16 1HQ,NULL,NULL,No,0.05,Hectares,NULL,NULL,NULL,0,180,180,180,-180,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,5,7,2,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376737,64741642,NULL,"33 Brockworth Crescent, Stapleton, Bristol",BS16 1HQ,NULL,NULL,No,0.05,Hectares,NULL,NULL,NULL,0,180,180,180,-180,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,5,7,2,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376737,64741642,NULL,"33 Brockworth Crescent, Stapleton, Bristol",BS16 1HQ,NULL,NULL,No,0.05,Hectares,NULL,NULL,NULL,0,180,180,180,-180,NULL,No,NULL,NULL,NULL,NULL,12,Cars,4,4,0,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376737,64741642,NULL,"33 Brockworth Crescent, Stapleton, Bristol",BS16 1HQ,NULL,NULL,No,0.05,Hectares,NULL,NULL,NULL,0,180,180,180,-180,NULL,No,NULL,NULL,NULL,NULL,12,Cars,4,4,0,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3376849,64784160,NULL,"Land to rear of 372-374 Southmead Road, Bristol",BS10 5LP,NULL,NULL,Yes,NULL,NULL,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,2,2,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,2,0,0,0,0,2
3377096,64839260,NULL,"265-267 Church Road, Bristol",BS5 9HU,NULL,NULL,Yes,0.02,Hectares,NULL,NULL,NULL,16,230,187,43,203,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,9,9,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3377096,64839260,NULL,"265-267 Church Road, Bristol",BS5 9HU,NULL,NULL,Yes,0.02,Hectares,NULL,NULL,NULL,16,230,187,43,203,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,9,9,13,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3377128,64848865,NULL,"15 Sterncourt Road, Stapleton, Bristol",BS16 1LB,363199,177255,Yes,390,Square Metres,1,0,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,0,2,2,14,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Houses,0,0,1,0,0,1,2,Houses,NULL,0,0,0,0,0,0
3377128,64848865,NULL,"15 Sterncourt Road, Stapleton, Bristol",BS16 1LB,363199,177255,Yes,390,Square Metres,1,0,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,4,4,14,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Houses,0,0,1,0,0,1,2,Houses,NULL,0,0,0,0,0,0
3377230,64905139,NULL,"Colston Villas, 23 Horfield Road, Kingsdown, Bristol",BS2 8EA,NULL,NULL,NULL,0.043,Hectares,2,2,0,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,12,Cars,4,4,0,14,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,1,NULL,1,NULL,2,2,Unknown,NULL,NULL,1,NULL,1,NULL,2
3377230,64905139,NULL,"Colston Villas, 23 Horfield Road, Kingsdown, Bristol",BS2 8EA,NULL,NULL,NULL,0.043,Hectares,2,2,0,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,0,6,6,14,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,1,NULL,1,NULL,2,2,Unknown,NULL,NULL,1,NULL,1,NULL,2
3378852,65813466,NULL," Land south west of Stonards Hill, Epping",NULL,546287,202187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3347751,58090825,NULL,"38 Briar Road
St Albans",AL4 9TL,NULL,NULL,NULL,515,Square Metres,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3332644,54724677,NULL,"Land off Chelmsford Road, Hartford End, Chelmsford, Essex",CM3 1JZ,568698,217595,NULL,2.42,NULL,0,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,115,115,15,NULL,NULL,NULL,NULL,NULL,3,Social Rented,Houses,3,7,4,NULL,NULL,14,2,Houses,Market Housing,NULL,14,7,9,NULL,30
3332644,54724677,NULL,"Land off Chelmsford Road, Hartford End, Chelmsford, Essex",CM3 1JZ,568698,217595,NULL,2.42,NULL,0,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,115,115,15,NULL,NULL,NULL,NULL,NULL,4,Intermediate,Houses,NULL,1,NULL,NULL,NULL,1,2,Houses,Market Housing,NULL,14,7,9,NULL,30
