CaseUniqueId,CaseNodeId,ProposalDescription,SiteAddress,SitePostcode,SiteEasting,SiteNorthing,SiteVisibleFromPublicLand,SiteArea,SiteAreaUnitMeasurement,TotalExistingResidentialUnits,TotalProposedResidentialUnits,NetResidentialUnitChange,NetAdditionalFloorspaceSqM,NonResExistingFloorspaceSqM,NonResFloorspaceLostSqM,NonResFloorspaceProposedSqM,NonResNetFloorspaceSqM,ActivitiesProcessesDescription,IsWasteDevelopment,WasteType,WasteMaxThroughputType,VoidCapacityCubicMetres,LiquidWasteMaxAnnualThroughput,ParkingGroupID,ParkingVehicleType,ParkingExistingSpaces,ParkingProposedSpaces,ParkingSpaceDifference,NonResGroupID,UseClass,FloorspaceChange,ExistingFloorspaceSqM,FloorspaceLostSqM,FloorspaceProposedSqM,ExistingHousingGroupID,ExistingHousingOccupancyType,ExistingHousingUnitType,ExistingHousing1BedCount,ExistingHousing2BedCount,ExistingHousing3BedCount,ExistingHousing4PlusBedCount,ExistingHousingUnknownBedCount,ExistingHousingTotalUnits,ProposedHousingGroupID,ProposedHousingUnitType,ProposedHousingOccupancyType,ProposedHousing1BedCount,ProposedHousing2BedCount,ProposedHousing3BedCount,ProposedHousing4PlusBedCount,ProposedHousingUnknownBedCount,ProposedHousingTotalUnits
3320120,51968439,NULL,"Land East of Pines Hill
Stansted Mountfitchet",CM24 8EY,550811,224431,NULL,0.99,Hectares,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Houses,Social Rented,NULL,1,1,NULL,NULL,2
3320120,51968439,NULL,"Land East of Pines Hill
Stansted Mountfitchet",CM24 8EY,550811,224431,NULL,0.99,Hectares,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,Houses,Intermediate,NULL,5,3,NULL,NULL,8
3365517,62245304,NULL,"Former Friends School Field,
Mount Pleasant Road,
Saffron Walden",CB11 3EB,NULL,NULL,NULL,6.72,Hectares,0,75,75,427,NULL,NULL,427,427,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,182,182,15,Other,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,Market Housing,NULL,4,23,18,NULL,45
3365517,62245304,NULL,"Former Friends School Field,
Mount Pleasant Road,
Saffron Walden",CB11 3EB,NULL,NULL,NULL,6.72,Hectares,0,75,75,427,NULL,NULL,427,427,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,182,182,15,Other,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,Houses,Social Rented,NULL,3,9,2,NULL,14
3365517,62245304,NULL,"Former Friends School Field,
Mount Pleasant Road,
Saffron Walden",CB11 3EB,NULL,NULL,NULL,6.72,Hectares,0,75,75,427,NULL,NULL,427,427,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,182,182,15,Other,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,Flats and Maisonettes,Social Rented,8,8,NULL,NULL,NULL,16
3353400,59357920,NULL,"10 Rylestone Grove, Bristol",BS9 3UT,NULL,NULL,NULL,0.154,NULL,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,Cars,2,2,0,13,NULL,NULL,NULL,NULL,NULL,3,Market Housing,Houses,NULL,NULL,NULL,1,NULL,1,2,Houses,Market Housing,NULL,NULL,NULL,1,NULL,1
3371324,63513649,NULL,"23 Hillsborough Road, Brislington, Bristol, ",BS4 3QW ,NULL,NULL,NULL,0.0304,NULL,NULL,NULL,NULL,NULL,138.8,NULL,159.1,24.3,N/A,No,NULL,NULL,NULL,NULL,12,Cars,2,2,0,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3371324,63513649,NULL,"23 Hillsborough Road, Brislington, Bristol, ",BS4 3QW ,NULL,NULL,NULL,0.0304,NULL,NULL,NULL,NULL,NULL,138.8,NULL,159.1,24.3,N/A,No,NULL,NULL,NULL,NULL,13,Cycle Spaces,8,9,1,14,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3352726,59179698,NULL,"Cotham School,
Cotham Lawn Road,
Cotham,
Bristol",BS6 6DT,NULL,NULL,NULL,0.019,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374024,64046274,NULL,"2 Merton Road, Bristol",BS7 8TL,NULL,NULL,NULL,0.03,Hectares,NULL,NULL,NULL,273,414,414,651,651,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,NULL,22,22,15,Other,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3374895,64264576,NULL,"357 Filton Avenue, Horfield, Bristol",BS7 0BD ,360258,177489,Yes,339,Square Metres,1,1,0,-150,320,320,45,45,NULL,No,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,6,8,15,Other,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,0,1,0,0,0,1,2,Flats and Maisonettes,Market Housing,0,0,1,0,0,1
3361741,61358613,NULL,"Building 11, 
Explore Lane, 
Bristol",BS1 5TY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3153419,16780598,NULL,"Land to the North of Hospital Lane, to the South of Mill Lane and to the East of Bouskell Park, Blaby, Leicestershire.",NULL,457271,297437,Yes,173700,Square Metres,0,220,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,440,440,15,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,Houses,Market Housing,NULL,NULL,NULL,NULL,165,165
3153419,16780598,NULL,"Land to the North of Hospital Lane, to the South of Mill Lane and to the East of Bouskell Park, Blaby, Leicestershire.",NULL,457271,297437,Yes,173700,Square Metres,0,220,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,440,440,15,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,Unknown,Social Rented,NULL,NULL,NULL,NULL,43,43
3153419,16780598,NULL,"Land to the North of Hospital Lane, to the South of Mill Lane and to the East of Bouskell Park, Blaby, Leicestershire.",NULL,457271,297437,Yes,173700,Square Metres,0,220,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,Cars,0,440,440,15,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,Unknown,Intermediate,NULL,NULL,NULL,NULL,12,12
3376904,64797778,NULL,"The Landing (Ground Floor Café)
125 Redcliff Street
Bristol",BS1 6HU,NULL,NULL,Yes,0.0014,Hectares,0,0,0,0,NULL,0,0,NULL,NULL,No,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3302195,48191557,NULL,"Berden Hall Farm
Ginns Road
Berden",NULL,546125,229401,NULL,71.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3362542,61579215,NULL,"Hill Green,
Wicken Road, 
Clavering, 
Essex",CB11 4QT,NULL,NULL,NULL,3.17,Hectares,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3334060,55047106,NULL,"Brick House Farm, Cock Green, Felsted, Essex",CM6 3JE,NULL,NULL,NULL,2.6,Hectares,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3365940,62338213,NULL,"11-13 High Street,
Westbury,
Bristol City,
Bristol",BS9 3BF,357131,177342,NULL,370,Square Metres,0,1,1,-72,205,72,133,-72,NULL,NULL,NULL,NULL,NULL,NULL,12,Cycle Spaces,0,10,10,13,Other,NULL,NULL,NULL,NULL,3,Market Housing,Flats and Maisonettes,NULL,NULL,NULL,NULL,NULL,NULL,2,Unknown,Market Housing,NULL,1,NULL,NULL,NULL,1
3361110,61205830,NULL,"Land between 84 and 108 Ragged Hall Lane, 
Chiswell Green,
St Albans,
Hertfordshire",AL2 3NN,513085,205206,NULL,0.49,Hectares,0,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,Houses,NULL,NULL,NULL,NULL,7,NULL,7
3336795,55621655,NULL,"Land to the West of Mill Lane, Hatfield Heath",CM22 7AA,551823,215546,NULL,3.8,NULL,NULL,12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
